date,sector,annual_total,seasonal_weight,final_weight,monthly_emission
2005-01-01,total,150.0,0.08507596307095715,0.06982873647719846,10.47431047157977
2005-02-01,total,150.0,0.07802960668847793,0.06575799356003031,9.863699034004547
2005-03-01,total,150.0,0.08165440990500446,0.08330113578693793,12.49517036804069
2005-04-01,total,150.0,0.08024288845147394,0.08364887505629366,12.54733125844405
2005-05-01,total,150.0,0.08315699562931268,0.08947119650957731,13.420679476436597
2005-06-01,total,150.0,0.08563854474506132,0.09347872810384551,14.021809215576827
2005-07-01,total,150.0,0.08969601340289703,0.0983502943338099,14.752544150071484
2005-08-01,total,150.0,0.08844125021887857,0.09699112836539327,14.54866925480899
2005-09-01,total,150.0,0.08438217915201138,0.08977920086379272,13.466880129568908
2005-10-01,total,150.0,0.08095573624492837,0.07155837128447166,10.73375569267075
2005-11-01,total,150.0,0.08312255196470393,0.08203890724700348,12.305836087050523
2005-12-01,total,150.0,0.07960386052629317,0.07579543241164563,11.369314861746844
2006-01-01,total,153.45823538240893,0.08507596307095715,0.07030533452183695,10.788932573691055
2006-02-01,total,153.45823538240893,0.07802960668847793,0.065074109237557,9.986157972677615
2006-03-01,total,153.45823538240893,0.08165440990500446,0.0817948350723826,12.552091053603005
2006-04-01,total,153.45823538240893,0.08024288845147394,0.08244403183229708,12.651715642795459
2006-05-01,total,153.45823538240893,0.08315699562931268,0.08945691734950746,13.727900679205417
2006-06-01,total,153.45823538240893,0.08563854474506132,0.09340571483668134,14.33387617346961
2006-07-01,total,153.45823538240893,0.08969601340289703,0.1003686951712503,15.40240284861498
2006-08-01,total,153.45823538240893,0.08844125021887857,0.09655362035342427,14.816948199219532
2006-09-01,total,153.45823538240893,0.08438217915201138,0.08983331021780375,13.78566126458469
2006-10-01,total,153.45823538240893,0.08095573624492837,0.07025540506557239,10.781270487439093
2006-11-01,total,153.45823538240893,0.08312255196470393,0.08331469631576044,12.785326278037884
2006-12-01,total,153.45823538240893,0.07960386052629317,0.07719333002592645,11.845952209070596
2007-01-01,total,156.92977246812092,0.08507596307095715,0.06953008683103735,10.911340706083383
2007-02-01,total,156.92977246812092,0.07802960668847793,0.06523313674523838,10.237021306812077
2007-03-01,total,156.92977246812092,0.08165440990500446,0.08160589887446565,12.806395142426378
2007-04-01,total,156.92977246812092,0.08024288845147394,0.08339680381398909,13.087441447097827
2007-05-01,total,156.92977246812092,0.08315699562931268,0.08802644868039475,13.81397056259107
2007-06-01,total,156.92977246812092,0.08563854474506132,0.0943197940150599,14.801583814023383
2007-07-01,total,156.92977246812092,0.08969601340289703,0.09935566344990403,15.591861658612636
2007-08-01,total,156.92977246812092,0.08844125021887857,0.09656900427365432,15.154551868137569
2007-09-01,total,156.92977246812092,0.08438217915201138,0.09066821288366997,14.228542017925477
2007-10-01,total,156.92977246812092,0.08095573624492837,0.07092956193673701,11.13096001599563
2007-11-01,total,156.92977246812092,0.08312255196470393,0.08255210307701076,12.954882752640163
2007-12-01,total,156.92977246812092,0.07960386052629317,0.07781328541883882,12.211221175775327
2008-01-01,total,160.4096313857746,0.08507596307095715,0.06946337299879546,11.142594057549347
2008-02-01,total,160.4096313857746,0.07802960668847793,0.06411684608948205,10.28495964683226
2008-03-01,total,160.4096313857746,0.08165440990500446,0.08109572613826696,13.008535536801128
2008-04-01,total,160.4096313857746,0.08024288845147394,0.08163722834755914,13.095397706588269
2008-05-01,total,160.4096313857746,0.08315699562931268,0.09049663362384226,14.516531641254032
2008-06-01,total,160.4096313857746,0.08563854474506132,0.0927034259437333,14.870522383832713
2008-07-01,total,160.4096313857746,0.08969601340289703,0.09863706536221518,15.822335295727493
2008-08-01,total,160.4096313857746,0.08844125021887857,0.09700023670531813,15.559772214232963
2008-09-01,total,160.4096313857746,0.08438217915201138,0.08934420019271663,14.331670219370526
2008-10-01,total,160.4096313857746,0.08095573624492837,0.07298158901960469,11.706949792582883
2008-11-01,total,160.4096313857746,0.08312255196470393,0.08388280079040779,13.455609154395674
2008-12-01,total,160.4096313857746,0.07960386052629317,0.0786408747880584,12.614753736607302
2009-01-01,total,163.89257314362004,0.08507596307095715,0.07012262404090099,11.492577289645935
2009-02-01,total,163.89257314362004,0.07802960668847793,0.06354552648854334,10.414639847973433
2009-03-01,total,163.89257314362004,0.08165440990500446,0.08176999354210615,13.40149464755297
2009-04-01,total,163.89257314362004,0.08024288845147394,0.08289327598686147,13.585592297790976
2009-05-01,total,163.89257314362004,0.08315699562931268,0.09028227241036,14.796593934587158
2009-06-01,total,163.89257314362004,0.08563854474506132,0.09365380552478784,15.349163172149659
2009-07-01,total,163.89257314362004,0.08969601340289703,0.09943005616809233,16.295847753203322
2009-08-01,total,163.89257314362004,0.08844125021887857,0.09644419004321014,15.80648647093401
2009-09-01,total,163.89257314362004,0.08438217915201138,0.08934313224384602,14.642675836154652
2009-10-01,total,163.89257314362004,0.08095573624492837,0.07016651700215995,11.49977102000956
2009-11-01,total,163.89257314362004,0.08312255196470393,0.0832679537757102,13.646999204705155
2009-12-01,total,163.89257314362004,0.07960386052629317,0.07908065277342159,12.960731668913217
2010-01-01,total,167.3731564160908,0.08507596307095715,0.07007480795225003,11.728641792219468
2010-02-01,total,167.3731564160908,0.07802960668847793,0.06478125039774442,10.842642355651622
2010-03-01,total,167.3731564160908,0.08165440990500446,0.08192585635151932,13.712189169645029
2010-04-01,total,167.3731564160908,0.08024288845147394,0.08110976452898802,13.575597305382606
2010-05-01,total,167.3731564160908,0.08315699562931268,0.08919301399748751,14.928516283024054
2010-06-01,total,167.3731564160908,0.08563854474506132,0.09435864889705912,15.793104901058472
2010-07-01,total,167.3731564160908,0.08969601340289703,0.09927843015170652,16.616544218525522
2010-08-01,total,167.3731564160908,0.08844125021887857,0.09767345636587499,16.347914690025814
2010-09-01,total,167.3731564160908,0.08438217915201138,0.08854483398198112,14.82002834790292
2010-10-01,total,167.3731564160908,0.08095573624492837,0.07159517887033601,11.983111071702748
2010-11-01,total,167.3731564160908,0.08312255196470393,0.0835174665173923,13.978581986891127
2010-12-01,total,167.3731564160908,0.07960386052629317,0.07794729198766055,13.046284294061412
2011-01-01,total,170.845798065911,0.08507596307095715,0.06925194275528153,11.831403427640856
2011-02-01,total,170.845798065911,0.07802960668847793,0.06481570518312887,11.073490879216456
2011-03-01,total,170.845798065911,0.08165440990500446,0.08235080017116041,14.069288176608259
2011-04-01,total,170.845798065911,0.08024288845147394,0.08392060106663535,14.337482063400257
2011-05-01,total,170.845798065911,0.08315699562931268,0.08771180276256649,14.985192942770448
2011-06-01,total,170.845798065911,0.08563854474506132,0.09336895130139622,15.951692999664216
2011-07-01,total,170.845798065911,0.08969601340289703,0.1007867133277791,17.21898647292461
2011-08-01,total,170.845798065911,0.08844125021887857,0.09639054816938551,16.467920128009304
2011-09-01,total,170.845798065911,0.08438217915201138,0.0889203573347221,15.19166941315658
2011-10-01,total,170.845798065911,0.08095573624492837,0.07176882205464831,12.261401680176744
2011-11-01,total,170.845798065911,0.08312255196470393,0.08259101202070451,14.110327361748512
2011-12-01,total,170.845798065911,0.07960386052629317,0.07812274385259169,13.34694252059477
2012-01-01,total,174.30483673552936,0.08507596307095715,0.07188222408857209,12.529419333945294
2012-02-01,total,174.30483673552936,0.07802960668847793,0.0641700311898539,11.18514680986131
2012-03-01,total,174.30483673552936,0.08165440990500446,0.0820848553440417,14.307787309202732
2012-04-01,total,174.30483673552936,0.08024288845147394,0.08285958993411711,14.442827295439196
2012-05-01,total,174.30483673552936,0.08315699562931268,0.08849539434106246,15.425175262465181
2012-06-01,total,174.30483673552936,0.08563854474506132,0.09190141114064099,16.018860464634187
2012-07-01,total,174.30483673552936,0.08969601340289703,0.10060472771119873,17.535890638522883
2012-08-01,total,174.30483673552936,0.08844125021887857,0.0966532863898002,16.847135304126486
2012-09-01,total,174.30483673552936,0.08438217915201138,0.09032102375716235,15.743391299778052
2012-10-01,total,174.30483673552936,0.08095573624492837,0.07074938006214848,12.331959140872707
2012-11-01,total,174.30483673552936,0.08312255196470393,0.08486068793969172,14.791628356592671
2012-12-01,total,174.30483673552936,0.07960386052629317,0.07541738810171023,13.145615520088656
2013-01-01,total,177.7445987944955,0.08507596307095715,0.06998657111387827,12.43973500363872
2013-02-01,total,177.7445987944955,0.07802960668847793,0.0640971208569684,11.392917030604139
2013-03-01,total,177.7445987944955,0.08165440990500446,0.08185423772793432,14.549148644580942
2013-04-01,total,177.7445987944955,0.08024288845147394,0.08308318987178565,14.76758825032743
2013-05-01,total,177.7445987944955,0.08315699562931268,0.08762536194359118,15.574934802886068
2013-06-01,total,177.7445987944955,0.08563854474506132,0.09400535235438595,16.70894363876551
2013-07-01,total,177.7445987944955,0.08969601340289703,0.10007205094673946,17.78726654607052
2013-08-01,total,177.7445987944955,0.08844125021887857,0.0961155205821925,17.08401464380588
2013-09-01,total,177.7445987944955,0.08438217915201138,0.09079362422202655,16.138076310442298
2013-10-01,total,177.7445987944955,0.08095573624492837,0.07098316349480532,12.61687391654825
2013-11-01,total,177.7445987944955,0.08312255196470393,0.0832892554934242,14.804215301570913
2013-12-01,total,177.7445987944955,0.07960386052629317,0.07809455139226805,13.880884705254793
2014-01-01,total,181.1594658901219,0.08507596307095715,0.06895999612852342,12.492756066428178
2014-02-01,total,181.1594658901219,0.07802960668847793,0.06551583942468885,11.868814477519622
2014-03-01,total,181.1594658901219,0.08165440990500446,0.0818189534388389,14.822277904668807
2014-04-01,total,181.1594658901219,0.08024288845147394,0.08244466773255399,14.935631971918049
2014-05-01,total,181.1594658901219,0.08315699562931268,0.08814804446684765,15.968852654872837
2014-06-01,total,181.1594658901219,0.08563854474506132,0.09326049414071885,16.89502130718147
2014-07-01,total,181.1594658901219,0.08969601340289703,0.09951645801775143,18.028348381772588
2014-08-01,total,181.1594658901219,0.08844125021887857,0.0972876998461797,17.62458774181241
2014-09-01,total,181.1594658901219,0.08438217915201138,0.08957191389623148,16.226800080197282
2014-10-01,total,181.1594658901219,0.08095573624492837,0.07275261062585667,13.179824083092202
2014-11-01,total,181.1594658901219,0.08312255196470393,0.08328225827108512,15.087369426512968
2014-12-01,total,181.1594658901219,0.07960386052629317,0.07744106401072405,14.029181794145511
2015-01-01,total,184.54394331796266,0.08507596307095715,0.07004743999653307,12.92683079628859
2015-02-01,total,184.54394331796266,0.07802960668847793,0.06474652565216538,11.948579159988222
2015-03-01,total,184.54394331796266,0.08165440990500446,0.08155554022566308,15.050580992670591
2015-04-01,total,184.54394331796266,0.08024288845147394,0.08179435345022516,15.094652526847756
2015-05-01,total,184.54394331796266,0.08315699562931268,0.09013523088157167,16.63391093876024
2015-06-01,total,184.54394331796266,0.08563854474506132,0.09237035457694583,17.046389479308004
2015-07-01,total,184.54394331796266,0.08969601340289703,0.10119420409377304,18.674777464387596
2015-08-01,total,184.54394331796266,0.08844125021887857,0.09559643732949964,17.64174351193435
2015-09-01,total,184.54394331796266,0.08438217915201138,0.08891356108345541,16.408459176783406
2015-10-01,total,184.54394331796266,0.08095573624492837,0.07263492885979507,13.404336194406271
2015-11-01,total,184.54394331796266,0.08312255196470393,0.08174636476075367,15.085796504858026
2015-12-01,total,184.54394331796266,0.07960386052629317,0.0792650590896189,14.62788657172959
2016-01-01,total,187.8927284067373,0.08507596307095715,0.06894782411489368,12.95479479065521
2016-02-01,total,187.8927284067373,0.07802960668847793,0.06617205293754817,12.433247570710982
2016-03-01,total,187.8927284067373,0.08165440990500446,0.08206218548331316,15.41888792947946
2016-04-01,total,187.8927284067373,0.08024288845147394,0.08370077486273507,15.726766958717343
2016-05-01,total,187.8927284067373,0.08315699562931268,0.0887703096703264,16.679295685468603
2016-06-01,total,187.8927284067373,0.08563854474506132,0.09203179915859924,17.29210584409008
2016-07-01,total,187.8927284067373,0.08969601340289703,0.09872346255963689,18.54942073809055
2016-08-01,total,187.8927284067373,0.08844125021887857,0.0963842715470358,18.109903756468412
2016-09-01,total,187.8927284067373,0.08438217915201138,0.09207918223262077,17.301008779148283
2016-10-01,total,187.8927284067373,0.08095573624492837,0.07207093800916857,13.541605181375509
2016-11-01,total,187.8927284067373,0.08312255196470393,0.08255216127033238,15.51095081695574
2016-12-01,total,187.8927284067373,0.07960386052629317,0.07650503815378994,14.374740355577126
2017-01-01,total,191.20077809969712,0.08507596307095715,0.07014546398158931,13.411867293444155
2017-02-01,total,191.20077809969712,0.07802960668847793,0.06524941297634783,12.47573853162618
2017-03-01,total,191.20077809969712,0.08165440990500446,0.08038846915604381,15.370337852879079
2017-04-01,total,191.20077809969712,0.08024288845147394,0.08354837930451171,15.974515131991271
2017-05-01,total,191.20077809969712,0.08315699562931268,0.08797098081515134,16.820119982050464
2017-06-01,total,191.20077809969712,0.08563854474506132,0.09315125152872507,17.810591773252835
2017-07-01,total,191.20077809969712,0.08969601340289703,0.09945108368220046,19.01512458289482
2017-08-01,total,191.20077809969712,0.08844125021887857,0.09793584325452831,18.725409434115786
2017-09-01,total,191.20077809969712,0.08438217915201138,0.0906406840286695,17.330569313770397
2017-10-01,total,191.20077809969712,0.08095573624492837,0.07055703251960314,13.490559518153754
2017-11-01,total,191.20077809969712,0.08312255196470393,0.08296796748184643,15.863539939879406
2017-12-01,total,191.20077809969712,0.07960386052629317,0.0779934312707831,14.912404745638979
2018-01-01,total,194.4633749113155,0.08507596307095715,0.06949926270157078,13.515061178795564
2018-02-01,total,194.4633749113155,0.07802960668847793,0.06278661032365014,12.20969614277865
2018-03-01,total,194.4633749113155,0.08165440990500446,0.08347323985968624,16.23248793789633
2018-04-01,total,194.4633749113155,0.08024288845147394,0.08325540072352886,16.1901262042914
2018-05-01,total,194.4633749113155,0.08315699562931268,0.08852233288010469,17.21435160688807
2018-06-01,total,194.4633749113155,0.08563854474506132,0.09358722936694201,18.19928847129492
2018-07-01,total,194.4633749113155,0.08969601340289703,0.0978097504028024,19.020414162562357
2018-08-01,total,194.4633749113155,0.08844125021887857,0.09743524855665713,18.947587269650427
2018-09-01,total,194.4633749113155,0.08438217915201138,0.09005333274493402,17.512075007591548
2018-10-01,total,194.4633749113155,0.08095573624492837,0.07160083866940524,13.923740734133167
2018-11-01,total,194.4633749113155,0.08312255196470393,0.08223131060548877,15.990978183723998
2018-12-01,total,194.4633749113155,0.07960386052629317,0.07974544316522957,15.507568011709038
2019-01-01,total,197.67619044473355,0.08507596307095715,0.06982564920936757,13.802868331038102
2019-02-01,total,197.67619044473355,0.07802960668847793,0.06444753624588079,12.739743448634599
2019-03-01,total,197.67619044473355,0.08165440990500446,0.08258182521304788,16.324460608088152
2019-04-01,total,197.67619044473355,0.08024288845147394,0.08257366012825723,16.322846565232076
2019-05-01,total,197.67619044473355,0.08315699562931268,0.0899212843412222,17.775296928470475
2019-06-01,total,197.67619044473355,0.08563854474506132,0.09498880623444189,18.77702535131743
2019-07-01,total,197.67619044473355,0.08969601340289703,0.09859618838581612,19.490118912479414
2019-08-01,total,197.67619044473355,0.08844125021887857,0.09507247741771378,18.79356515207662
2019-09-01,total,197.67619044473355,0.08438217915201138,0.09097380315286059,17.983354837526573
2019-10-01,total,197.67619044473355,0.08095573624492837,0.07011693465634823,13.860448528529231
2019-11-01,total,197.67619044473355,0.08312255196470393,0.0830408540671009,16.415199683261566
2019-12-01,total,197.67619044473355,0.07960386052629317,0.0778609809479427,15.391262098079293
2020-01-01,total,200.83534567163372,0.08507596307095715,0.07040893290008339,14.140602377359112
2020-02-01,total,200.83534567163372,0.07802960668847793,0.06569847011647961,13.19457495594068
2020-03-01,total,200.83534567163372,0.08165440990500446,0.08192757669235436,16.45395318504827
2020-04-01,total,200.83534567163372,0.08024288845147394,0.08191361680540153,16.451149546326562
2020-05-01,total,200.83534567163372,0.08315699562931268,0.0895950251834359,17.993847853174078
2020-06-01,total,200.83534567163372,0.08563854474506132,0.09255289682620348,18.587893027001627
2020-07-01,total,200.83534567163372,0.08969601340289703,0.09869233527961667,19.820909271022586
2020-08-01,total,200.83534567163372,0.08844125021887857,0.09849651349736555,19.781581335694145
2020-09-01,total,200.83534567163372,0.08438217915201138,0.09095244051626929,18.266464830763645
2020-10-01,total,200.83534567163372,0.08095573624492837,0.06987667645259077,14.033706469740975
2020-11-01,total,200.83534567163372,0.08312255196470393,0.08278536134601654,16.626226662478334
2020-12-01,total,200.83534567163372,0.07960386052629317,0.07710015438418293,15.484436157083703
2021-01-01,total,203.93746720206653,0.08507596307095715,0.06935433401440261,14.1439472183834
2021-02-01,total,203.93746720206653,0.07802960668847793,0.06513580278811565,13.283630644781608
2021-03-01,total,203.93746720206653,0.08165440990500446,0.0817603534804577,16.67399940635021
2021-04-01,total,203.93746720206653,0.08024288845147394,0.08282148777612082,16.890404446968994
2021-05-01,total,203.93746720206653,0.08315699562931268,0.08956540297224255,18.265741431091588
2021-06-01,total,203.93746720206653,0.08563854474506132,0.09289001244097021,18.943753865579914
2021-07-01,total,203.93746720206653,0.08969601340289703,0.10014809133907754,20.42394809281269
2021-08-01,total,203.93746720206653,0.08844125021887857,0.09528399257666771,19.43197611098612
2021-09-01,total,203.93746720206653,0.08438217915201138,0.09079478198308832,18.516457872794856
2021-10-01,total,203.93746720206653,0.08095573624492837,0.07213450804935725,14.710928869453
2021-11-01,total,203.93746720206653,0.08312255196470393,0.08152605054921933,16.626216259995434
2021-12-01,total,203.93746720206653,0.07960386052629317,0.07858518203028025,16.026462982868708
2022-01-01,total,206.97973880702838,0.08507596307095715,0.07001737892692171,14.49217880224699
2022-02-01,total,206.97973880702838,0.07802960668847793,0.06470666779688075,13.392969199671533
2022-03-01,total,206.97973880702838,0.08165440990500446,0.0821892052741489,17.01150024040058
2022-04-01,total,206.97973880702838,0.08024288845147394,0.08360333027913298,17.304195464572672
2022-05-01,total,206.97973880702838,0.08315699562931268,0.09091179658011185,18.816899910629246
2022-06-01,total,206.97973880702838,0.08563854474506132,0.09375979629666971,19.406378148084883
2022-07-01,total,206.97973880702838,0.08969601340289703,0.09706094764378674,20.089649591673638
2022-08-01,total,206.97973880702838,0.08844125021887857,0.09645053445098967,19.963306428464133
2022-09-01,total,206.97973880702838,0.08438217915201138,0.09132951043661751,18.903358215544866
2022-10-01,total,206.97973880702838,0.08095573624492837,0.0699697096838041,14.482312234757378
2022-11-01,total,206.97973880702838,0.08312255196470393,0.08279368326810684,17.13661493770459
2022-12-01,total,206.97973880702838,0.07960386052629317,0.07720743936282923,15.980375633277875
2023-01-01,total,209.9599475009745,0.08507596307095715,0.06927595504809626,14.54517588497816
2023-02-01,total,209.9599475009745,0.07802960668847793,0.06545564071752631,13.743062888694473
2023-03-01,total,209.9599475009745,0.08165440990500446,0.0843994098523738,17.720495661717635
2023-04-01,total,209.9599475009745,0.08024288845147394,0.08282889224469735,17.390749867260528
2023-05-01,total,209.9599475009745,0.08315699562931268,0.08814973023440274,18.507912732240264
2023-06-01,total,209.9599475009745,0.08563854474506132,0.09305208152794889,19.537210152464546
2023-07-01,total,209.9599475009745,0.08969601340289703,0.0986865089908592,20.720214246775246
2023-08-01,total,209.9599475009745,0.08844125021887857,0.09815927138028388,20.609515465738312
2023-09-01,total,209.9599475009745,0.08438217915201138,0.08972639335702019,18.838948838691746
2023-10-01,total,209.9599475009745,0.08095573624492837,0.0702904604375553,14.758181383288434
2023-11-01,total,209.9599475009745,0.08312255196470393,0.0839757837220664,17.63155114163825
2023-12-01,total,209.9599475009745,0.07960386052629317,0.07599987248716962,15.95692923748689
2024-01-01,total,212.8765235445388,0.08507596307095715,0.0690185496299421,14.692428905308288
2024-02-01,total,212.8765235445388,0.07802960668847793,0.06466504589680863,13.765670165360664
2024-03-01,total,212.8765235445388,0.08165440990500446,0.08164992924534188,17.381353085405948
2024-04-01,total,212.8765235445388,0.08024288845147394,0.08401725393800479,17.88530093608117
2024-05-01,total,212.8765235445388,0.08315699562931268,0.08955775392551625,19.064743312121173
2024-06-01,total,212.8765235445388,0.08563854474506132,0.093760327654785,19.95937259754751
2024-07-01,total,212.8765235445388,0.08969601340289703,0.09838535065297557,20.94393141471586
2024-08-01,total,212.8765235445388,0.08844125021887857,0.09777623820132338,20.81426567356045
2024-09-01,total,212.8765235445388,0.08438217915201138,0.08812510674513682,18.759766360896112
2024-10-01,total,212.8765235445388,0.08095573624492837,0.0713848953902167,15.196168364259904
2024-11-01,total,212.8765235445388,0.08312255196470393,0.08348200481229247,17.77135896296928
2024-12-01,total,212.8765235445388,0.07960386052629317,0.07817754390765642,16.64216376631244
2025-01-01,total,215.7285737890018,0.08507596307095715,0.07009915844581548,15.122391475325033
2025-02-01,total,215.7285737890018,0.07802960668847793,0.06529147349154361,14.085236456913123
2025-03-01,total,215.7285737890018,0.08165440990500446,0.08161070662495025,17.60576134611316
2025-04-01,total,215.7285737890018,0.08024288845147394,0.0820609360015716,17.702888687409594
2025-05-01,total,215.7285737890018,0.08315699562931268,0.08921530591070384,19.246290704265643
2025-06-01,total,215.7285737890018,0.08563854474506132,0.09408674288438679,20.297198854901275
2025-07-01,total,215.7285737890018,0.08969601340289703,0.10081949834150528,21.749646587335565
2025-08-01,total,215.7285737890018,0.08844125021887857,0.09505589879021151,20.506273476244033
2025-09-01,total,215.7285737890018,0.08438217915201138,0.09065545318343739,19.556971621458572
2025-10-01,total,215.7285737890018,0.08095573624492837,0.07039292140073793,15.185764538622497
2025-11-01,total,215.7285737890018,0.08312255196470393,0.08201226773229743,17.692389551090297
2025-12-01,total,215.7285737890018,0.07960386052629317,0.07869963719283896,16.977760489323032
